full_total_building_area,area_code,lat,long,project_main_usage,number_of_buildings,total_land_area,floor_area_ratio,period_days,land_price,salary_avg_construction,hot_rolled_coil,end_date,start_date,investment
116375.0,440116,23.189499,113.482304,mixed use,,,,874.0,6297.66666666667,44152.0,3307.0,2016-10-09,2014-05-19,20950.9027
94974.0,440183,23.215271,113.604393,mixed use,10.0,,,506.0,4782.33333333333,33734.0,,2013-12-19,2012-07-31,14000.0
4000.0,440184,23.587024,113.572976,public,1.0,7000.0,0.5714285714285714,365.0,5131.33333333333,39781.0,,2014-04-30,2013-04-30,1300.0
208011.0,440183,23.272066,113.676591,residential,14.0,,,911.0,6441.66666666667,44152.0,2922.3478260869565,2017-06-29,2014-12-31,42000.0
90772.0,440183,23.151112,113.602784,commercial,,34818.0,2.607042334424723,1096.0,6560.33333333333,48288.0,2532.3636363636365,2018-03-17,2015-03-17,32200.0
31535.0,440114,23.438054,113.359649,industrial,6.0,,,372.0,1194.33333333333,22917.0,,2009-10-14,2008-10-07,3893.882
12964.0,440184,23.645558,113.654372,commercial,1.0,2811.0,4.611881892564924,598.0,5621.0,39781.0,,2015-08-07,2013-12-17,4000.0
81863.3,440116,23.191593,113.563703,industrial,14.0,34806.0,2.351988162960409,942.0,5131.33333333333,39781.0,,2016-01-07,2013-06-09,14286.0
29440.0,440105,23.063539,113.317551,public,1.0,,,731.0,6297.66666666667,44152.0,3403.904761904762,2016-04-16,2014-04-16,9511.0
26627.27,440114,23.304417,113.165905,commercial,1.0,4680.0,4.0,1095.0,5621.0,39781.0,,2016-12-30,2013-12-31,4709.0
80725.0,440113,23.307278,113.355961,industrial,10.0,,,1094.0,6297.66666666667,44152.0,3307.0,2017-05-29,2014-05-31,12269.0
7000.0,440184,23.602821,113.394763,industrial,1.0,,,152.0,1473.66666666667,29347.0,,2011-08-30,2011-03-31,2100.0
113763.0,440105,23.095571,113.329871,mixed use,2.0,,,853.0,1259.33333333333,23334.0,,2012-01-31,2009-09-30,15061.67
214134.0,440113,22.948555,113.440291,industrial,,97723.0,2.1912344074578143,914.0,6657.0,48288.0,2416.714285714286,2017-10-30,2015-04-30,13630.45
2040.0,440183,23.233477,113.673516,industrial,2.0,1.0,,92.0,6560.33333333333,48288.0,2532.3636363636365,2015-06-07,2015-03-07,3400.0
119504.3,440112,23.10226,113.470823,residential,3.0,3.0,,801.0,1630.0,29347.0,,2014-02-27,2011-12-19,24350.0
11666.0,440104,23.163184,113.316769,public,1.0,,,368.0,4840.33333333333,33734.0,,2013-12-15,2012-12-12,9521.8
3727.0,440104,23.121642,113.276173,public,1.0,,,538.0,7894.33333333333,53964.0,2755.375,2018-03-31,2016-10-09,3915.0
12337.0,440183,23.426498,113.423622,mixed use,2.0,,,366.0,1630.0,29347.0,,2012-11-24,2011-11-24,3000.0
46310.0,440183,23.1792,113.714609,commercial,1.0,,,365.0,1397.0,26158.0,,2011-11-15,2010-11-15,12605.9574
12836.0,440183,23.151793,113.630648,public,5.0,66667.0,0.19,211.0,1473.66666666667,29347.0,,2011-10-11,2011-03-14,4996.0
24103.0,440113,22.990169,113.267177,public,1.0,15952.0,1.510970411233701,365.0,4719.33333333333,33734.0,,2013-05-27,2012-05-27,46064.0
23946.2,440104,23.576229,113.750976,residential,1.0,,,942.0,4782.33333333333,33734.0,,2015-04-30,2012-09-30,6800.0
105322.0,440116,23.180398,113.496491,residential,,39957.0,2.635883574842956,184.0,1211.0,23334.0,,2009-12-31,2009-06-30,49096.0
4757.0,440114,23.367442,113.220624,supporting facilities,1.0,,,90.0,1397.0,26158.0,,2011-03-27,2010-12-27,1162.0678
95170.0,440115,22.802275,113.549033,mixed use,6.0,28866.81,3.2968658469709675,731.0,1473.66666666667,29347.0,,2013-03-17,2011-03-17,16132.0
35039.3,440103,23.111968,113.213615,residential,4.0,,,629.0,1630.0,29347.0,,2013-06-29,2011-10-09,6000.0
43513.4,440114,23.375925,113.265847,residential,6.0,,,851.0,7175.0,53964.0,1984.9375,2018-06-29,2016-02-29,5400.0
116521.0,440114,23.405981,113.216011,residential,11.0,,,1430.0,1376.66666666667,26158.0,,2013-12-07,2010-01-07,13800.7472
5293.6,440116,23.180927,113.562189,supporting facilities,3.0,,,334.0,1376.66666666667,26158.0,,2010-12-29,2010-01-29,2768.38
51911.0,440106,23.167534,113.399118,commercial,2.0,15720.0,3.3022264631043257,389.0,7632.0,53964.0,2571.333333333333,2017-08-21,2016-07-28,1553.0
24365.9,440113,23.034076,113.292925,commercial,1.0,,,606.0,6805.0,48288.0,2067.521739130435,2017-03-24,2015-07-27,8300.0
2069.4,440105,23.08161,113.28271,public,1.0,1798.8,1.1504336224149434,365.0,1352.33333333333,26158.0,,2011-06-29,2010-06-29,2073.94
60000.0,440111,23.16225,113.211941,residential,15.0,,,496.0,1397.0,26158.0,,2012-02-27,2010-10-19,1600.0
10450.0,440183,23.164671,113.667826,industrial,4.0,,,241.0,4782.33333333333,33734.0,,2013-05-13,2012-09-14,2000.0
14470.89,440114,23.380402,113.166543,industrial,4.0,,,365.0,1541.66666666667,29347.0,,2012-04-13,2011-04-14,1012.9623
53261.0,440113,-1.0,-1.0,residential,5.0,,,380.0,1370.0,26158.0,,2011-08-29,2010-08-14,5268.0
8098.0,440106,23.148712,113.339257,residential,1.0,1000.0,8.098,330.0,1370.0,26158.0,,2011-05-30,2010-07-04,2000.0
95652.0,440114,23.439636,113.28369,industrial,4.0,,,438.0,6987.33333333333,48288.0,1855.5294117647056,2016-12-30,2015-10-19,7470.4212
5050.0,440106,23.170714,113.352872,commercial,1.0,696.0,7.255747126436781,243.0,1634.0,33734.0,,2012-11-29,2012-03-31,1946.0
44095.96,440115,22.799804,113.558103,mixed use,5.0,,,547.0,6441.66666666667,44152.0,2859.555555555556,2016-04-29,2014-10-30,15000.0
32952.9,440115,22.720058,113.525116,residential,4.0,10621.0,3.102617455983429,900.0,6441.66666666667,44152.0,2863.8,2017-05-18,2014-11-30,5000.0
186849.0,440112,23.193669,113.567396,residential,,62283.0,3.0,837.0,7369.66666666667,53964.0,2279.85,2018-09-24,2016-06-09,4995.0
128444.4,440183,23.275462,113.836434,mixed use,46.0,97317.6,1.3198475918025103,695.0,6373.66666666667,44152.0,2947.619047619048,2016-08-19,2014-09-24,25600.0
8780.0,440112,23.130176,113.548055,industrial,1.0,5100.0,1.7215686274509805,168.0,6373.66666666667,44152.0,3306.608695652174,2015-01-14,2014-07-30,2850.0
27134.0,440183,23.173155,113.799007,mixed use,39.0,,,80.0,1630.0,29347.0,,2012-02-18,2011-11-30,13923.0
77888.0,440183,23.112603,113.598422,mixed use,6.0,,,730.0,4840.33333333333,33734.0,,2014-11-19,2012-11-19,20000.0
64115.0,440106,23.127232,113.380958,mixed use,7.0,,,836.0,5131.33333333333,39781.0,,2015-08-30,2013-05-16,30391.0
38466.83,440114,23.441531,113.363269,industrial,3.0,,,730.0,7632.0,53964.0,2756.478260869565,2018-08-27,2016-08-27,2615.7444
26633.72,440114,23.507376,113.277306,residential,40.0,,,273.0,4935.33333333333,39781.0,,2013-12-29,2013-03-31,14720.69
240296.0,440184,23.592591,113.620912,mixed use,13.0,,,944.0,6297.66666666667,44152.0,3307.0,2016-12-30,2014-05-31,24518.2
66741.0,440106,23.122532,113.393946,mixed use,6.0,,,365.0,6441.66666666667,44152.0,2863.8,2015-11-30,2014-11-30,7800.0
4012.0,440116,23.206604,113.258383,public,2.0,,,165.0,1473.66666666667,29347.0,,2011-09-12,2011-03-31,1450.0
59403.0,440111,23.191407,113.277479,public,1.0,,,81.0,1352.33333333333,26158.0,,2010-06-29,2010-04-09,49964.0
23468.0,440111,23.184392,113.250985,commercial,1.0,,,730.0,5621.0,39781.0,,2015-12-19,2013-12-19,2880.0
11198.084,440114,23.367442,113.220624,residential,3.0,,,1168.0,1194.33333333333,22917.0,,2011-12-29,2008-10-17,1379.63
28789.0,440183,23.175882,113.622093,industrial,3.0,,,189.0,1473.66666666667,29347.0,,2011-09-25,2011-03-20,6500.0
13572.0,440183,23.241157,113.86816,residential,2.0,,,181.0,1473.66666666667,29347.0,,2011-08-13,2011-02-13,1097.0
58100.0,440104,23.167117,113.235364,mixed use,1.0,,,521.0,1319.0,23334.0,,2011-05-27,2009-12-22,6800.0
13416.0,440183,23.188239,113.604093,residential,1.0,,,905.0,6297.66666666667,44152.0,3307.0,2016-10-30,2014-05-09,1500.0
116270.3,440116,23.200061,113.555322,mixed use,8.0,,,649.0,7175.0,53964.0,1918.1,2017-11-10,2016-01-31,34755.1
29145.0,440113,22.902726,113.307091,public,1.0,,,335.0,4840.33333333333,33734.0,,2013-09-17,2012-10-17,7300.0
32681.0,440116,23.144786,113.538701,industrial,,32681.0,1.0,113.0,1319.0,23334.0,,2010-02-25,2009-11-04,4800.0
6470.0,440116,23.210755,113.560549,industrial,1.0,,,192.0,1352.33333333333,26158.0,,2010-11-29,2010-05-21,1300.0
4566.0,440183,23.222557,113.676577,industrial,1.0,,,153.0,6657.0,48288.0,2416.714285714286,2015-09-29,2015-04-29,1528.0
23478.76,440114,23.447936,113.350328,industrial,3.0,,,178.0,4782.33333333333,33734.0,,2012-12-30,2012-07-05,2800.0
61824.0,440183,23.278493,113.632784,mixed use,9.0,,,731.0,1541.66666666667,29347.0,,2013-06-30,2011-06-30,15000.0
7848.0,440105,23.088493,113.386947,public,3.0,,,151.0,5893.66666666667,44152.0,,2014-07-29,2014-02-28,4424.5223
9964.01,440111,23.187346,113.333497,public,1.0,,,364.0,7175.0,53964.0,1984.9375,2017-02-27,2016-02-29,4562.0
5822.0,440112,23.126029,113.545803,industrial,1.0,37564.0,0.15498881908209988,899.0,5893.66666666667,44152.0,,2016-06-19,2014-01-02,5000.0
64687.0,440116,23.159302,113.44714,public,1.0,16276.0,3.9743794544114035,699.0,7632.0,53964.0,2596.45,2018-08-30,2016-09-30,39813.0
14515.72,440114,23.45827,113.36177,industrial,3.0,,,364.0,1397.0,26158.0,,2011-10-18,2010-10-19,5100.0
120097.0,440183,23.479342,113.779791,mixed use,46.0,,,730.0,1634.0,33734.0,,2014-03-09,2012-03-09,15800.3157
15828.0,440113,22.946562,113.294212,industrial,,16433.42,0.963159220661311,365.0,1352.33333333333,26158.0,,2011-04-29,2010-04-29,3641.82
23672.08,440114,23.411826,113.234282,residential,1.0,10000.0,2.367208,519.0,1370.0,26158.0,,2011-12-30,2010-07-29,3071.087
52102.13,440114,23.384741,113.215197,residential,6.0,,,721.0,1352.33333333333,26158.0,,2012-06-14,2010-06-24,5000.037
52735.0,440113,22.963925,113.377394,residential,3.0,,,364.0,5893.66666666667,44152.0,3358.333333333333,2015-03-30,2014-03-31,36140.0
50231.8,440115,22.797836,113.552678,commercial,2.0,,,656.0,1630.0,29347.0,,2013-07-31,2011-10-14,7000.0
11470.5,440116,-1.0,-1.0,industrial,,19018.0,0.6031391313492481,281.0,1634.0,33734.0,,2012-12-25,2012-03-19,6100.0
15308.0,440113,23.00112,113.334665,residential,,71278.0,0.18,192.0,4719.33333333333,33734.0,,2012-12-30,2012-06-21,2900.0
75703.46,440115,22.819696,113.507234,commercial,6.0,,,405.0,6987.33333333333,48288.0,1799.9565217391305,2017-01-25,2015-12-17,12354.3807
7564.0,440115,23.100376,113.463238,public,4.0,10023.0,0.7546642721739998,240.0,5131.33333333333,39781.0,,2014-01-23,2013-05-28,3227.46
44917.0,440104,23.12525,113.288983,public,1.0,34320.0,1.3087703962703963,365.0,4719.33333333333,33734.0,,2013-04-01,2012-04-01,29297.0
48936.0,440116,23.155581,113.498984,industrial,5.0,29980.0,1.6322881921280854,330.0,4840.33333333333,33734.0,,2013-09-27,2012-11-01,7558.0
17071.46,440114,23.46106,113.281166,industrial,1.0,,,729.0,6373.66666666667,44152.0,3272.095238095238,2016-08-29,2014-08-31,1365.7168
8843.0,440113,22.853015,113.343863,industrial,7.0,,,272.0,4782.33333333333,33734.0,,2013-06-29,2012-09-30,20000.0
44535.3,440114,23.375925,113.265847,residential,8.0,,,730.0,6805.0,48288.0,1931.5,2017-09-29,2015-09-30,7970.0
4500.0,440115,22.763319,113.558578,industrial,1.0,7456.0,0.6035407725321889,457.0,5893.66666666667,44152.0,3358.333333333333,2015-06-09,2014-03-09,3500.0
24351.0,440184,23.543969,113.586131,residential,1.0,4800.0,5.073125,549.0,1634.0,33734.0,,2013-09-12,2012-03-12,5480.0
9486.31,440106,23.139647,113.341976,public,1.0,,,365.0,1352.33333333333,26158.0,,2011-04-14,2010-04-14,3000.0
188977.0,440183,23.278342,113.620363,residential,108.0,,,836.0,1397.0,26158.0,,2013-03-14,2010-11-29,34000.0
62012.53,440115,22.824143,113.518841,commercial,2.0,,,1151.0,1194.33333333333,22917.0,,2011-12-29,2008-11-03,7628.624
3990.0,440116,23.167112,113.432377,industrial,1.0,,,122.0,6657.0,48288.0,2391.190476190476,2015-10-30,2015-06-30,1061.7
136106.0,440115,22.797326,113.578285,mixed use,11.0,34056.0,3.9965351186281417,638.0,5398.0,39781.0,,2015-06-29,2013-09-29,28000.0
25970.0,440111,23.304137,113.205674,commercial,,,,1035.0,7175.0,53964.0,1918.1,2018-11-29,2016-01-29,1800.0
277692.0,440111,23.156884,113.207571,residential,,86347.0,3.216000555896557,1338.0,1473.66666666667,29347.0,,2014-09-29,2011-01-30,8656.0
4310.0,440184,23.546111,113.585227,commercial,1.0,582.0,7.405498281786942,400.0,4782.33333333333,33734.0,,2013-11-04,2012-09-30,2000.0
9519.0,440115,22.82438,113.513417,public,1.0,,,569.0,1376.66666666667,26158.0,,2011-10-09,2010-03-19,2004.9775
6038.0,440106,22.640712,113.606134,public,1.0,,,274.0,5398.0,39781.0,,2014-04-30,2013-07-30,2800.0
300500.0,440115,22.83532,113.352061,mixed use,,120200.0,2.5,761.0,7632.0,53964.0,2571.333333333333,2018-08-29,2016-07-29,40000.0
33336.7,440114,23.375925,113.265847,residential,6.0,,,730.0,6805.0,48288.0,1931.5,2017-09-29,2015-09-30,10900.0
11254.5,440116,23.209722,113.563129,industrial,8.0,,,365.0,5621.0,39781.0,,2014-10-30,2013-10-30,8000.0
24479.0,440183,23.317275,113.630744,industrial,4.0,27015.24,0.91,365.0,5398.0,39781.0,,2014-09-30,2013-09-30,3300.0
10268.0,440183,23.146867,113.627282,industrial,1.0,,,242.0,1618.33333333333,29347.0,,2012-05-29,2011-09-30,2900.0
153000.0,440116,23.179118,113.512251,mixed use,9.0,124973.0,1.2242644411192818,290.0,5131.33333333333,39781.0,,2014-02-28,2013-05-14,22897.0
316236.0,440115,22.79006,113.551148,residential,,,,1096.0,1397.0,26158.0,,2013-12-30,2010-12-30,35282.0
9667.22,440106,23.191748,113.382111,residential,1.0,,,731.0,1630.0,29347.0,,2013-12-28,2011-12-28,2460.89
68769.0,440183,23.174429,113.591636,residential,3.0,24.0,,366.0,1541.66666666667,29347.0,,2012-05-19,2011-05-19,14212.0
3688.0,440115,22.640712,113.606134,industrial,1.0,,,570.0,6560.33333333333,48288.0,2532.3636363636365,2016-10-09,2015-03-19,11459.0
27197.8,440111,23.150156,113.304952,mixed use,3.0,,,391.0,1634.0,33734.0,,2013-02-27,2012-02-02,7800.0
33857.0,440106,23.166283,113.322787,commercial,2.0,,,911.0,1397.0,26158.0,,2013-06-29,2010-12-31,3000.0
14296.0,440113,22.972829,113.297136,industrial,1.0,,,267.0,1259.33333333333,23334.0,,2010-05-29,2009-09-04,2160.0
95006.0,440183,23.283866,113.812321,mixed use,2.0,,,549.0,1541.66666666667,29347.0,,2012-12-19,2011-06-19,15005.9394
20190.23,440184,22.81081,113.495677,residential,3.0,3756.5,5.374745108478637,730.0,7369.66666666667,53964.0,2304.5714285714284,2018-05-31,2016-05-31,4120.0
37052.0,440106,22.922407,113.368958,commercial,1.0,7783.0,6.81,549.0,5131.33333333333,39781.0,,2014-12-30,2013-06-29,28610.81
16701.0,440113,22.806132,113.404337,residential,5.0,,,-122.0,1618.33333333333,29347.0,,2011-03-17,2011-07-17,1578.2439
43319.2,440114,23.428559,113.173897,mixed use,6.0,,,445.0,916.666666666667,19491.0,,2007-12-30,2006-10-11,5345.0
135402.9,440113,22.988138,113.328827,commercial,,19831.0,6.827840250113458,1096.0,6297.66666666667,44152.0,3307.0,2017-05-29,2014-05-29,25000.0
148766.0,440113,23.025551,113.317377,residential,3.0,33003.0,4.507650819622459,913.0,5398.0,39781.0,,2016-01-30,2013-07-31,9499.4328
12143.0,440112,23.107059,113.459603,supporting facilities,1.0,5843.0,2.08,28.0,5131.33333333333,39781.0,,2013-06-16,2013-05-19,4000.0
36727.47,440114,23.062175,113.206784,supporting facilities,5.0,,,341.0,5398.0,39781.0,,2014-08-31,2013-09-24,18043.63
6654.0,440106,23.190605,113.332562,residential,1.0,,,31.0,6657.0,48288.0,2416.714285714286,2015-05-31,2015-04-30,5300.0
11594.0,440184,23.451012,113.495497,supporting facilities,1.0,5802.0,2.0,730.0,6441.66666666667,44152.0,2859.555555555556,2016-10-30,2014-10-31,2930.0
47911.0,440111,23.187346,113.333497,residential,1.0,,,731.0,1634.0,33734.0,,2014-03-13,2012-03-12,12775.58
102004.0,440113,23.032814,113.351017,residential,5.0,53448.5,1.9084539322899614,792.0,4840.33333333333,33734.0,,2015-01-30,2012-11-29,25048.0
290511.0,440112,23.109327,113.48059,commercial,,127257.5,2.5,636.0,1634.0,33734.0,,2013-10-30,2012-02-02,40000.0
23904.52,440114,23.447936,113.350328,industrial,3.0,,,366.0,6657.0,48288.0,2416.714285714286,2016-04-02,2015-04-02,2000.0
9199.7,440114,23.132984,113.317379,public,1.0,,,428.0,6987.33333333333,48288.0,1799.9565217391305,2017-02-14,2015-12-14,2247.6098
54000.0,440116,22.984787,113.344967,residential,,27000.0,2.0,575.0,1541.66666666667,29347.0,,2012-10-30,2011-04-04,20520.0
94459.24,440114,23.395865,113.180612,residential,8.0,,,731.0,6441.66666666667,44152.0,2922.3478260869565,2016-12-14,2014-12-14,15497.6
11890.0,440184,22.640712,113.606134,commercial,1.0,4307.7,2.760173642547067,548.0,5131.33333333333,39781.0,,2014-12-30,2013-06-30,4248.59
32952.0,440183,23.150061,113.460806,industrial,4.0,,,1307.0,1397.0,26158.0,,2014-06-29,2010-11-30,49950.0
71584.74,440114,23.422142,113.198791,residential,11.0,,,579.0,1473.66666666667,29347.0,,2012-10-30,2011-03-31,10420.0
39390.0,440113,22.909166,113.32884,industrial,1.0,,,1095.0,7369.66666666667,53964.0,2304.5714285714284,2019-05-04,2016-05-04,7500.0
11556.0,440106,23.16398,113.346272,public,1.0,1000.0,11.556,725.0,1376.66666666667,26158.0,,2011-12-30,2010-01-04,2950.0
40604.0,440106,23.151594,113.354687,residential,6.0,,,547.0,1319.0,23334.0,,2011-05-30,2009-11-29,4300.0
24961.2,440105,23.093631,113.306917,residential,1.0,,,560.0,5621.0,39781.0,,2015-04-27,2013-10-14,3000.0
10732.0,440114,23.462129,113.160961,residential,2.0,,,559.0,1211.0,23334.0,,2010-11-29,2009-05-19,1650.52
13610.0,440184,23.564167,113.449228,industrial,5.0,,,365.0,1370.0,26158.0,,2011-08-19,2010-08-19,1088.8
32553.0,440114,23.441457,113.272578,residential,4.0,,,1460.0,1630.0,29347.0,,2015-10-30,2011-10-31,5728.9815
37861.0,440184,23.435043,113.478663,residential,6.0,,,569.0,5131.33333333333,39781.0,,2014-12-30,2013-06-09,6099.0
187099.0,440106,-1.0,-1.0,commercial,2.0,12897.0,14.50717221059161,760.0,4719.33333333333,33734.0,,2014-05-30,2012-04-30,6000.0
120842.0,440116,23.523818,113.774027,residential,9.0,28408.4,4.253741851001816,703.0,1319.0,23334.0,,2011-10-31,2009-11-27,36708.0
35368.92,440184,22.81081,113.495677,residential,3.0,7015.6,5.041467586521466,730.0,7369.66666666667,53964.0,2304.5714285714284,2018-05-31,2016-05-31,7473.0
23208.0,440183,22.87524,113.44347,industrial,2.0,,,365.0,1473.66666666667,29347.0,,2012-02-28,2011-02-28,3500.0
53974.0,440184,23.435043,113.478663,residential,10.0,,,1080.0,5893.66666666667,44152.0,3358.333333333333,2017-03-11,2014-03-27,9998.0
120839.4,440106,23.143633,113.434551,residential,18.0,,,756.0,7632.0,53964.0,2571.333333333333,2018-08-23,2016-07-28,29330.0
130176.0,440111,23.089162,113.291551,commercial,1.0,16909.0,7.698622035602342,892.0,5621.0,39781.0,,2016-05-09,2013-11-29,9000.0
18228.0,440112,23.072057,113.420355,public,1.0,77338.0,0.24,394.0,1370.0,26158.0,,2011-09-29,2010-08-31,22630.0
14520.0,440183,23.1201,113.63302,residential,,4406.4,2.344,693.0,7632.0,53964.0,2571.333333333333,2018-05-30,2016-07-06,3857.0
12000.0,440111,23.165132,113.264485,residential,1.0,,,488.0,6560.33333333333,48288.0,2597.0666666666666,2016-06-29,2015-02-27,6750.0
2030.0,440116,23.110539,113.528316,industrial,1.0,,,92.0,7369.66666666667,53964.0,2304.5714285714284,2016-08-29,2016-05-29,1079.6063
53917.47,440114,23.482824,113.207625,residential,,,,2163.0,1003.0,20867.0,,2013-03-07,2007-04-05,4313.0
65108.0,440106,23.156469,113.311783,commercial,,,,374.0,4840.33333333333,33734.0,,2013-12-29,2012-12-20,10000.0
23398.19,440115,23.0075,113.389978,public,1.0,,,744.0,7369.66666666667,53964.0,2279.85,2018-06-29,2016-06-15,11120.8672
19783.0,440105,23.096696,113.322418,industrial,1.0,,,365.0,1352.33333333333,26158.0,,2011-05-30,2010-05-30,4726.2616
49406.0,440111,23.186952,113.334706,residential,3.0,,,730.0,1211.0,23334.0,,2011-05-14,2009-05-14,11046.0
64313.0,440183,23.426498,113.423622,mixed use,10.0,,,538.0,1352.33333333333,26158.0,,2011-12-07,2010-06-17,7000.0
18131.0,440115,23.122424,113.267275,industrial,11.0,15832.86,1.1451500234322793,305.0,4935.33333333333,39781.0,,2013-12-30,2013-02-28,6898.0
5779.0,440114,23.447936,113.350328,industrial,4.0,,,237.0,1370.0,26158.0,,2011-02-27,2010-07-05,1930.0
18320.0,440113,22.963484,113.300097,industrial,2.0,4420.0,4.144796380090498,365.0,1630.0,29347.0,,2012-12-14,2011-12-15,1246.0
15545.0,440113,23.032814,113.351017,residential,1.0,9320.0,1.6679184549356223,547.0,5398.0,39781.0,,2015-03-30,2013-09-29,3542.7772
3809.5,440105,23.089041,113.340407,residential,1.0,,,243.0,5621.0,39781.0,,2014-08-22,2013-12-22,1581.0
13970.5,440105,23.098555,113.307597,residential,1.0,,,729.0,4840.33333333333,33734.0,,2014-12-13,2012-12-14,3429.67
16000.0,440116,23.147026,113.542782,industrial,,,,152.0,5131.33333333333,39781.0,,2013-09-30,2013-05-01,3200.0
2922.0,440105,23.601799,113.530606,public,1.0,,,300.0,6805.0,48288.0,2067.521739130435,2016-05-25,2015-07-30,2050.0
289800.0,440116,23.174243,113.49711,commercial,13.0,52914.0,5.476811429867332,944.0,6297.66666666667,44152.0,3307.0,2016-12-30,2014-05-31,34776.0
11024.0,440113,22.943167,113.385879,public,2.0,12154.0,0.9070264933355274,91.0,7175.0,53964.0,1918.1,2016-04-03,2016-01-03,2833.0
45817.0,440183,23.147378,113.653158,mixed use,7.0,,,-73.0,5398.0,39781.0,,2013-05-19,2013-07-31,9981.0
