full_total_building_area,area_code,lat,long,project_main_usage,number_of_buildings,total_land_area,floor_area_ratio,period_days,land_price,salary_avg_construction,hot_rolled_coil,end_date,start_date,investment
3375.0,440115,22.801627,113.525172,industrial,1.0,675.0,5.0,365.0,8250.0,61743.0,4224.652173913043,2019-08-17,2018-08-17,1500.0
4398.7,440113,22.916064,113.516344,supporting facilities,1.0,,,209.0,8250.0,61743.0,3999.545454545456,2019-02-13,2018-07-19,1643.2
7504.91,440113,22.916064,113.516344,public,1.0,,,209.0,8250.0,61743.0,3999.545454545456,2019-02-08,2018-07-14,2595.55
41525.0,440113,22.952868,113.37221,commercial,8.0,,,731.0,8066.33333333333,61743.0,3607.0,2020-04-04,2018-04-04,16000.0
5549.0,440106,23.181381,113.355684,residential,1.0,1252.0,4.43,731.0,8250.0,61743.0,3999.545454545456,2020-07-31,2018-07-31,1400.0
191464.0,440111,23.187488,113.232249,commercial,5.0,44127.3,4.338901315058932,731.0,8397.66666666667,61743.0,3908.0,2020-10-30,2018-10-30,28000.0
10919.0,440183,23.426498,113.423622,mixed use,3.0,,,364.0,8250.0,61743.0,4224.652173913043,2019-08-30,2018-08-31,1080.7005
186033.2,440103,23.06814,113.236075,residential,,38756.9,4.800002064148577,1400.0,7803.0,61743.0,3887.4545454545455,2021-11-30,2018-01-30,28000.0
6400.0,440184,23.59368,113.532512,public,1.0,,,302.0,8250.0,61743.0,4030.421052631578,2019-07-08,2018-09-09,2223.0
10693.0,440104,23.128179,113.289361,public,1.0,,,333.0,8250.0,61743.0,4224.652173913043,2019-07-30,2018-08-31,7800.0
12282.0,440105,23.092994,113.267038,commercial,,12282.0,1.0,884.0,8250.0,61743.0,3999.545454545456,2020-12-16,2018-07-16,17134.0
69330.6,440115,22.678101,113.592557,industrial,3.0,24157.0,2.870000413958687,762.0,8250.0,61743.0,3999.545454545456,2020-08-19,2018-07-19,7200.0
8200.0,440114,23.437622,113.270019,public,1.0,23319.0,0.3516445816715983,-1.0,8066.33333333333,61743.0,3769.909090909091,2018-05-30,2018-05-31,4050.0
56437.0,440105,23.084003,113.317412,public,1.0,,,585.0,8250.0,61743.0,4030.421052631578,2020-04-21,2018-09-14,27400.08
17665.0,440105,23.100898,113.302117,public,1.0,,,455.0,8066.33333333333,61743.0,3607.0,2019-07-29,2018-04-30,15872.0
6680.0,440112,23.172887,113.471891,public,1.0,13000.0,0.5138461538461538,731.0,8250.0,61743.0,4224.652173913043,2020-08-31,2018-08-31,7849.0
10966.0,440183,23.317422,113.622458,industrial,5.0,13823.0,0.79,364.0,8066.33333333333,61743.0,3607.0,2019-04-18,2018-04-19,1600.0
24108.0,440105,23.086548,113.303407,commercial,,7864.0,3.0656154628687693,521.0,8066.33333333333,61743.0,3901.3,2019-11-17,2018-06-14,7500.0
10179.0,440106,22.640712,113.606134,public,1.0,,,426.0,8250.0,61743.0,4224.652173913043,2019-10-07,2018-08-07,4922.0
6106.0,440183,23.122282,113.647841,commercial,2.0,13021.0,0.47,183.0,8066.33333333333,61743.0,3607.0,2018-10-01,2018-04-01,2000.0
37246.0,440183,23.118392,113.626085,mixed use,1.0,13706.5,5.46,900.0,8250.0,61743.0,3999.545454545456,2020-12-28,2018-07-12,8550.0
107906.0,440115,22.843104,113.443497,industrial,5.0,29108.9,3.706976216895863,1095.0,8066.33333333333,61743.0,3901.3,2021-06-02,2018-06-03,33000.0
14043.2,440113,22.952708,113.479171,public,7.0,4815.55,2.916219331125209,240.0,8066.33333333333,61743.0,3769.909090909091,2018-12-31,2018-05-05,4493.83
38516.0,440113,22.982115,113.271299,commercial,1.0,6929.0,5.558666474238707,730.0,8066.33333333333,61743.0,3901.3,2020-05-31,2018-06-01,11554.8
18889.6,440114,23.05803,113.293186,industrial,4.0,20214.3,0.9349,211.0,8250.0,61743.0,4030.421052631578,2019-04-29,2018-09-30,4500.0
40000.0,440115,22.831971,113.335039,industrial,1.0,8000.0,5.0,365.0,8066.33333333333,61743.0,3901.3,2019-06-19,2018-06-19,10000.0
3500.0,440113,22.944491,113.372249,public,1.0,700.0,5.0,346.0,8066.33333333333,61743.0,3901.3,2019-06-10,2018-06-29,1547.9
29900.0,440113,22.941093,113.445635,industrial,,,,1096.0,7636.66666666667,56796.0,3950.636363636364,2020-11-30,2017-11-30,13000.0
8737.0,440183,23.308368,113.803254,commercial,,,,731.0,8066.33333333333,61743.0,3901.3,2020-06-29,2018-06-29,17214.0
12333.0,440112,23.064947,113.514339,industrial,1.0,1581.0,7.8,243.0,8066.33333333333,61743.0,3607.0,2018-12-10,2018-04-11,4000.0
63220.3,440115,22.678012,113.592742,industrial,2.0,,,730.0,8066.33333333333,61743.0,3901.3,2020-06-16,2018-06-17,18000.0
32364.0,440183,23.123951,113.607333,commercial,3.0,13234.3,2.445463681494299,868.0,8066.33333333333,61743.0,3901.3,2020-10-29,2018-06-14,7000.0
94118.0,440115,22.800255,113.530454,residential,,47059.0,2.0,648.0,7803.0,61743.0,3828.863636363637,2019-12-29,2018-03-21,19000.0
147865.0,440112,23.071323,113.370326,mixed use,11.0,50101.0,2.9513382966407855,387.0,7803.0,61743.0,3828.863636363637,2019-03-29,2018-03-07,29500.0
8659.3,440112,23.190726,113.565592,industrial,1.0,9987.6,0.867,364.0,8250.0,61743.0,3999.545454545456,2019-07-30,2018-07-31,2600.0
72114.0,440112,23.136662,113.510803,industrial,1.0,10967.0,6.575544816266983,578.0,8066.33333333333,61743.0,3769.909090909091,2019-12-30,2018-05-31,20000.0
71900.9,440111,23.215526,113.184826,public,4.0,,,436.0,7803.0,61743.0,3828.863636363637,2019-05-29,2018-03-19,35719.0
24656.0,440113,22.942502,113.362892,public,8.0,30024.0,0.8212096989075406,476.0,8066.33333333333,61743.0,3769.909090909091,2019-08-20,2018-05-01,10000.0
57578.0,440184,23.581705,113.543309,industrial,5.0,28462.0,2.0229780057620688,350.0,8066.33333333333,61743.0,3607.0,2019-03-30,2018-04-14,15000.0
2919.0,440106,23.145031,113.425686,industrial,2.0,4157.0,0.702189078662497,304.0,8066.33333333333,61743.0,3769.909090909091,2019-03-29,2018-05-29,8669.0
10591.5,440115,22.640712,113.606134,public,1.0,,,420.0,8250.0,61743.0,3999.545454545456,2019-09-24,2018-07-31,10142.88
15716.6,440183,23.206357,113.733817,industrial,3.0,18717.0,0.8396965325639792,365.0,8066.33333333333,61743.0,3901.3,2019-06-07,2018-06-07,2357.49
46000.0,440114,23.368305,113.239326,industrial,3.0,20000.0,2.3,315.0,8250.0,61743.0,3999.545454545456,2019-06-01,2018-07-21,20000.0
31233.0,440106,23.139457,113.339825,residential,2.0,,,548.0,8066.33333333333,61743.0,3769.909090909091,2019-11-30,2018-05-31,32629.88
15815.8,440112,23.275833,113.546689,industrial,3.0,,,235.0,7803.0,61743.0,3828.863636363637,2018-11-15,2018-03-25,3890.0
22750.0,440112,23.379974,113.486096,industrial,4.0,17000.0,1.338235294117647,425.0,8066.33333333333,61743.0,3607.0,2019-06-29,2018-04-30,23000.0
29090.0,440112,23.164046,113.479194,residential,1.0,7030.0,4.137980085348507,213.0,8066.33333333333,61743.0,3769.909090909091,2018-12-30,2018-05-31,32149.0
41364.59,440184,23.535653,113.605557,commercial,1.0,10563.9,3.915655203097341,668.0,8250.0,61743.0,4224.652173913043,2020-06-29,2018-08-31,35000.0
37851.2,440184,22.640712,113.606134,residential,4.0,8132.0,3.0,730.0,8066.33333333333,61743.0,3769.909090909091,2020-05-29,2018-05-30,11813.8
18669.0,440114,23.417878,113.197531,public,3.0,20502.0,0.91,200.0,8250.0,61743.0,4224.652173913043,2019-03-10,2018-08-22,8948.0
219100.0,440113,23.03927,113.488186,industrial,,150888.0,1.4520704098404114,413.0,8250.0,61743.0,3999.545454545456,2019-08-31,2018-07-14,30000.0
50000.0,440114,23.341808,113.125023,industrial,1.0,40000.0,1.25,749.0,8250.0,61743.0,3999.545454545456,2020-07-26,2018-07-08,12549.0
41366.0,440104,-1.0,-1.0,commercial,1.0,4025.0,10.277267080745341,1095.0,8066.33333333333,61743.0,3769.909090909091,2021-05-06,2018-05-07,21000.0
113585.0,440112,23.174118,113.47815,residential,,34162.0,3.3248931561383994,946.0,8066.33333333333,61743.0,3769.909090909091,2020-12-15,2018-05-14,33000.0
36000.0,440112,23.150359,113.519989,industrial,,39446.0,0.9126400648988491,364.0,7803.0,61743.0,3828.863636363637,2019-03-30,2018-03-31,15000.0
22416.2,440112,23.275833,113.546689,industrial,1.0,6785.0,3.3037877671333824,296.0,7803.0,61743.0,3828.863636363637,2018-12-30,2018-03-09,6500.0
19983.0,440115,22.817684,113.507063,public,8.0,,,364.0,7803.0,61743.0,3828.863636363637,2019-03-13,2018-03-14,15000.0
13470.8,440111,23.154731,113.205751,commercial,2.0,,,364.0,7803.0,61743.0,3887.4545454545455,2019-01-16,2018-01-17,3800.0
39042.0,440114,23.493541,113.286388,industrial,4.0,19353.5,2.02,395.0,7803.0,61743.0,3828.863636363637,2019-04-30,2018-03-31,3000.0
1219.8,440114,23.278627,113.565216,industrial,2.0,,,195.0,7803.0,61743.0,3887.4545454545455,2018-07-25,2018-01-11,1020.0
20210.0,440115,22.776167,113.552166,industrial,6.0,,,515.0,7803.0,61743.0,3887.4545454545455,2019-06-29,2018-01-30,4000.0
5595.3,440114,23.37974,113.247941,industrial,2.0,15664.0,0.36,91.0,7803.0,61743.0,3828.863636363637,2018-06-30,2018-03-31,1800.0
37600.0,440112,22.968036,113.369213,commercial,1.0,11900.0,3.1596638655462184,730.0,8250.0,61743.0,4030.421052631578,2020-09-29,2018-09-30,8500.0
31468.0,440114,23.397282,113.163047,industrial,5.0,8152.0,3.8601570166830226,455.0,7803.0,61743.0,3828.863636363637,2019-06-29,2018-03-31,8000.0
46775.0,440106,23.166376,113.408067,commercial,27.0,46775.0,1.0,611.0,8066.33333333333,61743.0,3607.0,2019-12-19,2018-04-17,28065.3
27809.0,440112,23.164014,113.533065,public,1.0,29751.5,0.787,629.0,7803.0,61743.0,3828.863636363637,2019-11-22,2018-03-03,14336.0
100653.0,440112,23.224485,113.520662,residential,11.0,41631.0,2.417741586798299,1581.0,7408.0,56796.0,3946.652173913044,2021-12-29,2017-08-31,24979.0
34458.0,440106,23.163776,113.405565,commercial,2.0,11162.0,2.19,480.0,7803.0,61743.0,3828.863636363637,2019-07-24,2018-03-31,28000.0
60620.8,440112,23.046962,113.520756,industrial,6.0,,,350.0,7803.0,61743.0,3887.4545454545455,2018-12-30,2018-01-14,30000.0
30558.0,440113,23.00962,113.310621,commercial,1.0,6535.0,4.676052027543994,397.0,7193.33333333333,56796.0,3009.6666666666665,2018-05-09,2017-04-07,6014.21
30000.0,440112,23.161467,113.445553,industrial,,,,305.0,7803.0,61743.0,3998.0666666666666,2018-12-30,2018-02-28,24800.0
48000.0,440113,22.950242,113.362684,public,1.0,,,672.0,8066.33333333333,61743.0,3607.0,2020-02-03,2018-04-02,48000.0
66926.0,440114,23.317321,113.040381,industrial,,35798.0,1.8695457846807084,609.0,8066.33333333333,61743.0,3607.0,2019-12-30,2018-04-30,20000.0
38440.0,440113,23.064724,113.390914,public,1.0,16356.0,1.8,365.0,8066.33333333333,61743.0,3769.909090909091,2019-05-29,2018-05-29,24099.0
11289.0,440183,23.274854,113.672053,public,1.0,20959.0,0.6,300.0,7803.0,61743.0,3998.0666666666666,2018-12-21,2018-02-24,6472.7
27379.0,440112,23.152015,113.520749,public,,,,580.0,8066.33333333333,61743.0,3607.0,2019-11-30,2018-04-29,13213.98
31844.0,440105,23.077354,113.281078,mixed use,,13731.0,2.3191318913407617,1002.0,8066.33333333333,61743.0,3769.909090909091,2021-02-12,2018-05-17,9712.0
46955.3,440113,22.989659,113.329493,mixed use,2.0,,,445.0,7803.0,61743.0,3828.863636363637,2019-06-16,2018-03-28,9000.0
41409.0,440183,23.280334,113.851211,residential,5.0,10808.11,2.5,793.0,7803.0,61743.0,3828.863636363637,2020-05-31,2018-03-30,12429.3
45754.63,440115,22.781325,113.541395,residential,5.0,,,639.0,7803.0,61743.0,3998.0666666666666,2019-11-29,2018-02-28,17113.0507
57360.2,440114,23.398743,113.205262,residential,4.0,20538.0,2.792881487973512,1040.0,7803.0,61743.0,3998.0666666666666,2020-12-15,2018-02-09,35000.0
9339.4,440113,22.916118,113.351608,public,1.0,3055.6,3.056486451106166,425.0,7803.0,61743.0,3828.863636363637,2019-05-29,2018-03-30,3000.0
45095.0,440113,23.000809,113.348331,commercial,2.0,9692.1,4.6527584321251325,1095.0,8066.33333333333,61743.0,3607.0,2021-04-29,2018-04-30,20000.0
14082.85,440115,22.627825,113.680575,industrial,1.0,25000.0,0.563314,184.0,7803.0,61743.0,3998.0666666666666,2018-08-31,2018-02-28,4900.0
27140.0,440183,23.146867,113.627282,industrial,4.0,83768.67,0.3239874764634559,102.0,7803.0,61743.0,3998.0666666666666,2018-05-24,2018-02-11,4071.0
14293.8,440114,23.302678,113.096766,industrial,2.0,,,167.0,7636.66666666667,56796.0,3911.285714285714,2018-06-14,2017-12-29,1032.0
35000.0,440114,23.371045,113.255899,residential,3.0,33333.5,1.0499947500262499,550.0,7636.66666666667,56796.0,3911.285714285714,2019-06-27,2017-12-24,2980.0
31652.9,440106,23.162671,113.342627,residential,1.0,8115.3,3.9003980136285783,518.0,7803.0,61743.0,3828.863636363637,2019-08-14,2018-03-14,12680.0
105833.6,440103,23.059781,113.251717,commercial,1.0,27859.0,3.7989016116874263,650.0,7803.0,61743.0,3887.4545454545455,2019-11-11,2018-01-30,30000.0
10518.0,440111,23.180778,113.250943,commercial,1.0,239391.0,0.043936488840432594,365.0,8066.33333333333,61743.0,3607.0,2019-04-07,2018-04-07,3500.0
66672.0,440111,23.207109,113.249602,mixed use,,66672.0,1.0,1337.0,7636.66666666667,56796.0,3993.705882352941,2021-06-29,2017-10-31,24000.0
50261.6,440103,23.051045,113.252221,industrial,1.0,17387.0,2.89,549.0,7803.0,61743.0,3828.863636363637,2019-09-09,2018-03-09,46000.0
10852.0,440113,22.902726,113.307091,public,1.0,,,354.0,7636.66666666667,56796.0,3911.285714285714,2018-11-27,2017-12-08,6292.8235
16435.69,440184,23.088318,113.223734,industrial,4.0,9466.7,1.736158323386185,364.0,8066.33333333333,61743.0,3607.0,2019-04-13,2018-04-14,1498.421
90477.66,440183,23.17123,113.588124,industrial,8.0,66667.0,1.3571581142094291,269.0,7636.66666666667,56796.0,3911.285714285714,2018-09-14,2017-12-19,44426.38
28472.0,440183,23.564752,113.781339,commercial,,25471.85,1.1177829643312127,198.0,8250.0,61743.0,3999.545454545456,2019-02-14,2018-07-31,9111.04
26659.36,440183,23.157695,113.643924,industrial,5.0,21072.0,1.265155656795748,395.0,8250.0,61743.0,3999.545454545456,2019-08-18,2018-07-19,3998.0
42960.0,440114,23.365639,113.244375,industrial,3.0,,,546.0,7803.0,61743.0,3887.4545454545455,2019-07-18,2018-01-18,15000.0
14963.8,440183,23.199202,113.83857,industrial,3.0,22254.0,0.6724094544800935,241.0,7636.66666666667,56796.0,3911.285714285714,2018-08-29,2017-12-31,23000.0
23333.8,440114,23.365772,113.214353,industrial,3.0,,,449.0,7803.0,61743.0,3998.0666666666666,2019-05-23,2018-02-28,5700.0
60842.0,440114,23.385697,113.239217,industrial,7.0,,,546.0,7803.0,61743.0,3887.4545454545455,2019-07-18,2018-01-18,20000.0
54000.0,440106,-1.0,-1.0,public,1.0,,,720.0,7803.0,61743.0,3828.863636363637,2020-02-27,2018-03-09,37225.0
71394.6,440112,22.640712,113.606134,industrial,7.0,,,485.0,7803.0,61743.0,3887.4545454545455,2019-05-31,2018-01-31,40000.0
101431.03,440183,23.144989,113.624594,industrial,5.0,27025.3,3.7531879387092837,735.0,7636.66666666667,56796.0,3911.285714285714,2019-12-24,2017-12-19,40220.0
6226.0,440113,22.990975,113.346544,public,2.0,,,183.0,7803.0,61743.0,3998.0666666666666,2018-08-29,2018-02-27,1878.0
7328.0,440183,23.258014,113.714884,industrial,2.0,,,184.0,7803.0,61743.0,3998.0666666666666,2018-08-31,2018-02-28,2000.0
134673.6,440103,23.06814,113.236075,mixed use,,22445.6,6.000000000000001,751.0,7636.66666666667,56796.0,3911.285714285714,2020-01-14,2017-12-24,25000.0
121444.0,440113,23.03072,113.291402,residential,,333254.0,0.36441873165813465,417.0,7408.0,56796.0,3566.809523809524,2018-08-29,2017-07-08,21854.8
139658.5,440103,23.06814,113.236075,residential,10.0,35304.8,3.9557935464865963,790.0,7803.0,61743.0,3887.4545454545455,2020-03-14,2018-01-14,25000.0
95845.0,440103,23.06814,113.236075,residential,,43293.1,2.2138631791209225,752.0,7636.66666666667,56796.0,3911.285714285714,2020-01-19,2017-12-28,18000.0
36544.0,440183,23.161243,113.825891,industrial,1.0,40000.0,0.9136,365.0,7803.0,61743.0,3887.4545454545455,2019-01-21,2018-01-21,20000.0
54050.0,440111,23.295115,113.349524,commercial,1.0,18105.0,2.985363159348246,730.0,8066.33333333333,61743.0,3607.0,2020-04-29,2018-04-30,8110.0
20713.0,440183,23.168905,113.717748,public,,47060.0,0.44014024649383765,301.0,7803.0,61743.0,3887.4545454545455,2018-11-06,2018-01-09,14744.0
21566.0,440113,22.963483,113.30098,industrial,3.0,,,364.0,7803.0,61743.0,3998.0666666666666,2019-02-27,2018-02-28,1435.0
19013.9,440111,23.254877,113.470665,public,,,,243.0,7636.66666666667,56796.0,3911.285714285714,2018-08-24,2017-12-24,2471.807
58264.0,440106,23.14676,113.341248,residential,5.0,15603.0,1.75,441.0,7803.0,61743.0,3998.0666666666666,2019-04-30,2018-02-13,14000.0
27460.0,440113,23.03927,113.488186,industrial,,17067.0,1.58,515.0,7803.0,61743.0,3887.4545454545455,2019-06-29,2018-01-30,10245.0
14346.0,440105,23.09787,113.306832,residential,1.0,4784.0,2.9987458193979935,430.0,7636.66666666667,56796.0,3950.636363636364,2019-02-03,2017-11-30,5970.0
20797.2,440113,23.058157,113.459785,residential,1.0,7500.0,1.4645866666666667,540.0,7636.66666666667,56796.0,3911.285714285714,2019-06-03,2017-12-10,15560.6
56303.0,440114,23.405594,113.255369,residential,,45803.0,1.2292426260288627,427.0,8250.0,61743.0,3999.545454545456,2019-09-29,2018-07-29,21192.0
49210.79,440184,23.44283,113.492703,industrial,6.0,27937.4,1.7614663497676948,151.0,7636.66666666667,56796.0,3950.636363636364,2018-04-30,2017-11-30,20000.0
10325.0,440105,22.640712,113.606134,residential,3.0,,,440.0,7803.0,61743.0,3887.4545454545455,2019-03-30,2018-01-14,3200.0
16146.2,440105,23.08831,113.306975,residential,1.0,,,730.0,7803.0,61743.0,3887.4545454545455,2020-01-30,2018-01-30,3000.0
19162.0,440183,23.188239,113.604093,public,1.0,,,-670.0,9713.0,66934.0,3592.7727272727275,2018-02-28,2019-12-30,3789.0
18881.3,440114,23.437276,113.308157,commercial,1.0,9210.0,2.050086862106406,365.0,7193.33333333333,56796.0,3138.454545454545,2018-06-30,2017-06-30,5000.0
33004.5,440111,23.179794,113.236857,commercial,1.0,,,1096.0,7636.66666666667,56796.0,3911.285714285714,2020-12-24,2017-12-24,5901.0
11500.0,440113,23.150363,113.324913,public,1.0,1080.0,10.648148148148149,555.0,7636.66666666667,56796.0,3911.285714285714,2019-06-16,2017-12-08,4998.0
60138.0,440106,23.126566,113.360712,residential,3.0,8828.6,6.811725528396348,1279.0,7803.0,61743.0,3998.0666666666666,2021-08-30,2018-02-28,32600.0
7447.1,440114,23.426707,113.344082,industrial,1.0,,,365.0,7636.66666666667,56796.0,3911.285714285714,2018-12-14,2017-12-14,1050.0
68347.0,440113,22.98941,113.270481,industrial,6.0,30875.0,1.95,729.0,7636.66666666667,56796.0,3950.636363636364,2019-11-29,2017-11-30,18000.0
4092.9,440183,23.18306,113.858287,residential,1.0,995.7,4.110575474540524,364.0,7636.66666666667,56796.0,3950.636363636364,2018-11-26,2017-11-27,1198.04
30000.0,440112,23.325843,113.553186,industrial,2.0,5000.0,6.0,455.0,8066.33333333333,61743.0,3769.909090909091,2019-08-29,2018-05-31,8000.0
30351.6,440114,23.436672,113.357412,industrial,3.0,,,364.0,7636.66666666667,56796.0,3911.285714285714,2018-12-16,2017-12-17,15000.0
34574.0,440183,23.116307,113.581445,public,,61777.6,0.5596526896480277,363.0,7408.0,56796.0,3946.652173913044,2018-08-29,2017-08-31,20880.86
281020.0,440112,23.212079,113.559931,mixed use,,72652.0,3.868028409403733,612.0,8066.33333333333,61743.0,3607.0,2019-12-12,2018-04-09,44342.0
21000.0,440111,23.249453,113.288063,commercial,,7942.0,2.8,729.0,7636.66666666667,56796.0,3950.636363636364,2019-11-29,2017-11-30,4000.0
21450.0,440115,22.67633,113.663453,industrial,3.0,14251.0,1.5051575328047155,250.0,7408.0,56796.0,4063.238095238096,2018-06-05,2017-09-28,7760.0
20792.0,440115,22.692964,113.651233,residential,4.0,1956.0,10.629856850715747,240.0,7408.0,56796.0,4063.238095238096,2018-05-26,2017-09-28,8252.0
141050.0,440183,23.179993,113.619534,industrial,,63073.65,2.13,310.0,7636.66666666667,56796.0,3950.636363636364,2018-09-14,2017-11-08,45000.0
143644.5,440103,23.091071,113.223795,mixed use,1.0,40508.0,3.54607731806063,1597.0,7636.66666666667,56796.0,3911.285714285714,2022-04-29,2017-12-14,20000.0
153000.0,440183,23.146867,113.627282,residential,,42080.86,2.44,1096.0,7636.66666666667,56796.0,3911.285714285714,2020-12-29,2017-12-29,45900.0
48562.8,440114,23.458163,113.285772,industrial,9.0,,,486.0,7636.66666666667,56796.0,3950.636363636364,2019-03-31,2017-11-30,10000.0
12915.0,440111,23.230643,113.284046,commercial,1.0,3380.0,3.8210059171597632,730.0,7636.66666666667,56796.0,3911.285714285714,2019-12-29,2017-12-29,3228.0
90200.0,440114,23.410542,113.090459,public,4.0,332804.0,0.2710303962692756,569.0,7636.66666666667,56796.0,3950.636363636364,2019-06-22,2017-11-30,40000.0
79589.35,440115,22.712185,113.521677,industrial,1.0,62183.0,1.279921361143721,440.0,7636.66666666667,56796.0,3950.636363636364,2019-01-28,2017-11-14,34656.0
6896.0,440183,23.169587,113.658638,residential,,4430.02,1.5566521144374064,432.0,7636.66666666667,56796.0,3993.705882352941,2018-12-29,2017-10-23,5329.03
98206.0,440113,22.91903,113.345739,commercial,1.0,6819.0,14.401818448452852,730.0,7636.66666666667,56796.0,3911.285714285714,2019-12-19,2017-12-19,13000.0
19571.0,440183,23.260721,113.769407,public,,23305.9697,0.617,395.0,7636.66666666667,56796.0,3950.636363636364,2018-12-29,2017-11-29,15289.06
19241.0,440106,23.277144,113.530289,commercial,,9918.0,1.94,700.0,7803.0,61743.0,3828.863636363637,2020-02-28,2018-03-30,5427.79
60988.0,440113,22.935849,113.370662,commercial,1.0,14552.5,4.190895035217316,730.0,7636.66666666667,56796.0,3950.636363636364,2019-11-29,2017-11-29,7980.0
226078.0,440114,23.424349,113.314824,commercial,,137886.0,1.6396008296708875,662.0,7408.0,56796.0,3566.809523809524,2019-05-24,2017-07-31,10000.0
14701.92,440115,22.650262,113.668756,industrial,3.0,,,365.0,7636.66666666667,56796.0,3950.636363636364,2018-11-17,2017-11-17,5000.0
8943.0,440113,22.905945,113.495246,public,3.0,15918.0,0.56,220.0,7636.66666666667,56796.0,3911.285714285714,2018-07-27,2017-12-19,2976.0
15928.0,440114,23.464379,113.163027,industrial,,8707.0,1.8293327207993568,365.0,7636.66666666667,56796.0,3911.285714285714,2018-12-31,2017-12-31,20000.0
17803.0,440113,22.982331,113.465886,industrial,1.0,4301.0,4.139269937223902,308.0,7803.0,61743.0,3998.0666666666666,2018-12-30,2018-02-25,4360.0
15664.0,440111,23.327372,113.361492,public,,15664.0,1.0,399.0,7636.66666666667,56796.0,3911.285714285714,2019-02-03,2017-12-31,5948.0
10491.0,440113,22.952708,113.479171,public,5.0,16261.0,0.6451632740913843,220.0,7636.66666666667,56796.0,3950.636363636364,2018-06-27,2017-11-19,5451.7
7766.0,440113,23.014628,113.371781,industrial,1.0,653.0,11.89280245022971,417.0,7803.0,61743.0,3887.4545454545455,2019-03-07,2018-01-14,4387.0
34500.0,440115,22.741123,113.599903,industrial,2.0,14520.0,2.37603305785124,632.0,6936.0,56796.0,3621.5,2018-10-27,2017-02-02,19352.0
32763.0,440106,23.169129,113.362999,industrial,1.0,,,549.0,7636.66666666667,56796.0,3950.636363636364,2019-05-17,2017-11-14,15433.0
11993.0,440183,23.389971,113.743476,public,,,,300.0,7636.66666666667,56796.0,3993.705882352941,2018-08-26,2017-10-30,7721.0
7508.63,440106,23.136829,113.324701,public,1.0,,,414.0,7408.0,56796.0,4063.238095238096,2018-10-30,2017-09-11,5380.0
9229.0,440115,22.87524,113.44347,industrial,3.0,2050.0,4.501951219512195,300.0,7803.0,61743.0,3887.4545454545455,2018-11-15,2018-01-19,1400.0
33634.0,440184,23.565254,113.538023,industrial,5.0,33634.0,1.0,153.0,7803.0,61743.0,3828.863636363637,2018-08-14,2018-03-14,10000.0
98058.0,440115,22.800255,113.530454,residential,,63221.0,1.551035257272109,888.0,7408.0,56796.0,3566.809523809524,2019-12-29,2017-07-24,20000.0
76841.0,440183,23.155361,113.569552,public,2.0,100000.0,0.76841,380.0,7636.66666666667,56796.0,3950.636363636364,2018-11-29,2017-11-14,44953.07
44061.56,440184,23.429675,113.480089,residential,151.0,,,449.0,7803.0,61743.0,3887.4545454545455,2019-03-26,2018-01-01,15000.0
32932.0,440112,23.119269,113.43918,mixed use,1.0,10977.333333333334,3.0,975.0,7636.66666666667,56796.0,3950.636363636364,2020-07-29,2017-11-27,27041.0
48233.0,440112,23.158435,113.46342,industrial,1.0,12000.0,4.019416666666667,333.0,7636.66666666667,56796.0,3993.705882352941,2018-09-29,2017-10-31,45000.0
143550.7,440103,23.109975,113.223897,residential,4.0,21908.0,4.07,630.0,7636.66666666667,56796.0,3911.285714285714,2019-09-22,2017-12-31,30000.0
28818.0,440112,23.049454,113.5181,industrial,3.0,14410.0,2.0,169.0,7636.66666666667,56796.0,3993.705882352941,2018-04-18,2017-10-31,2706.14
217500.0,440111,23.260805,113.456548,public,10.0,273062.0,0.7965224015058852,392.0,7803.0,61743.0,3828.863636363637,2019-03-31,2018-03-04,43100.0
53481.0,440183,23.572103,113.793057,commercial,1.0,40000.0,1.337025,466.0,7408.0,56796.0,4063.238095238096,2018-12-24,2017-09-14,48865.0
4197.0,440111,23.296547,113.241078,commercial,1.0,4197.0,1.0,400.0,7636.66666666667,56796.0,3911.285714285714,2019-01-18,2017-12-14,10000.0
33445.0,440183,23.167305,113.623805,industrial,1.0,101029.5,0.33104192339861127,365.0,7636.66666666667,56796.0,3993.705882352941,2018-10-09,2017-10-09,25000.0
5370.0,440114,22.688986,113.563487,residential,1.0,,,240.0,7636.66666666667,56796.0,3950.636363636364,2018-07-08,2017-11-10,1350.0
79629.0,440183,23.194928,113.602858,industrial,1.0,53333.34,1.49,364.0,7408.0,56796.0,4063.238095238096,2018-09-18,2017-09-19,26000.0
55434.0,440113,22.943586,113.353925,residential,7.0,13409.2,4.134027384183993,650.0,7636.66666666667,56796.0,3950.636363636364,2019-09-09,2017-11-28,14985.27
46590.0,440111,23.197139,113.235001,public,,,,526.0,7803.0,61743.0,3887.4545454545455,2019-06-17,2018-01-07,17704.0
44254.0,440111,23.192001,113.252641,residential,,,,61.0,7636.66666666667,56796.0,3993.705882352941,2017-12-19,2017-10-19,30000.0
16071.91,440112,23.205843,113.573383,industrial,1.0,13682.0,1.1746754860400526,669.0,6936.0,56796.0,3621.5,2018-12-29,2017-02-28,16331.7
35797.4,440114,23.439636,113.28369,industrial,1.0,,,540.0,7636.66666666667,56796.0,3993.705882352941,2019-04-10,2017-10-17,3695.0413
